university,cycle,party,donor_count,donation_count,total_amount
University of New Mexico,2020,OTH,28,267,14590.00
University of New Mexico,2024,DEM,105,1186,116264.00
University of New Mexico,2024,REP,2,46,3354.00
University of New Mexico,2024,OTH,26,214,28012.00
University of New Mexico,2026,DEM,24,651,16342.00
University of New Mexico,2026,REP,3,28,1662.00
University of New Mexico,2026,OTH,13,161,7974.00
University of North Carolina,2008,DEM,108,191,90115.00
University of North Carolina,2008,REP,8,9,9500.00
University of North Carolina,2008,OTH,9,12,4950.00
University of North Carolina,2012,DEM,101,192,107179.00
University of North Carolina,2012,REP,2,3,2350.00
University of North Carolina,2012,OTH,4,7,2200.00
University of North Carolina,2016,DEM,214,1480,241399.00
University of North Carolina,2016,REP,3,3,1610.00
University of North Carolina,2016,OTH,17,34,11400.00
University of North Carolina,2020,DEM,278,1920,243564.00
University of North Carolina,2020,REP,3,3,1250.00
University of North Carolina,2020,OTH,31,147,19767.00
University of North Carolina,2024,DEM,91,599,87110.00
University of North Carolina,2024,REP,2,10,2500.00
University of North Carolina,2024,OTH,38,126,22715.00
University of North Carolina,2026,DEM,22,94,17783.00
University of North Carolina,2026,OTH,17,51,5371.00
University of Oklahoma,2008,DEM,45,94,35735.00
University of Oklahoma,2008,REP,4,8,3000.00
University of Oklahoma,2008,OTH,1,1,1000.00
University of Oklahoma,2012,DEM,45,81,28510.00
University of Oklahoma,2012,REP,4,5,1200.00
University of Oklahoma,2012,OTH,2,25,8992.00
University of Oklahoma,2016,DEM,73,570,47835.00
University of Oklahoma,2016,REP,9,32,8315.00
University of Oklahoma,2016,OTH,8,16,1861.00
University of Oklahoma,2020,DEM,124,1474,120063.00
University of Oklahoma,2020,REP,9,28,4747.00
University of Oklahoma,2020,OTH,16,77,4829.00
University of Oklahoma,2024,DEM,80,601,89187.00
University of Oklahoma,2024,REP,10,32,7488.00
University of Oklahoma,2024,OTH,24,103,24328.00
University of Oklahoma,2026,DEM,22,105,7830.00
University of Oklahoma,2026,REP,6,7,2750.00
University of Oklahoma,2026,OTH,17,53,11667.00
University of Oregon,2008,DEM,54,115,45132.00
University of Oregon,2008,REP,1,1,500.00
University of Oregon,2008,OTH,4,6,1600.00
University of Oregon,2012,DEM,58,103,33940.00
University of Oregon,2012,REP,1,2,500.00
University of Oregon,2012,OTH,4,5,1600.00
University of Oregon,2016,DEM,78,819,50243.00
University of Oregon,2016,REP,1,3,300.00
University of Oregon,2016,OTH,10,36,3309.00
University of Oregon,2020,DEM,193,2032,242618.00
University of Oregon,2020,REP,2,38,13819.00
University of Oregon,2020,OTH,39,763,25659.00
University of Oregon,2024,DEM,118,1028,172140.00
University of Oregon,2024,REP,3,38,5650.00
University of Oregon,2024,OTH,23,124,15914.00
University of Oregon,2026,DEM,26,167,13179.00
University of Oregon,2026,OTH,13,87,4680.00
University of Pennsylvania,2008,DEM,215,479,293885.00
University of Pennsylvania,2008,REP,19,28,25175.00
University of Pennsylvania,2008,OTH,15,28,19400.00
University of Pennsylvania,2012,DEM,199,481,362032.00
University of Pennsylvania,2012,REP,9,14,19475.00
University of Pennsylvania,2012,OTH,17,34,26090.00
University of Pennsylvania,2016,DEM,295,2153,396584.00
University of Pennsylvania,2016,REP,5,13,2903.00
University of Pennsylvania,2016,OTH,44,312,132755.00
University of Pennsylvania,2020,DEM,458,7025,1156835.00
University of Pennsylvania,2020,REP,6,18,4704.00
University of Pennsylvania,2020,OTH,112,917,103444.00
University of Pennsylvania,2024,DEM,326,2502,775779.00
University of Pennsylvania,2024,REP,8,14,4614.00
University of Pennsylvania,2024,OTH,72,324,59186.00
University of Pennsylvania,2026,DEM,78,389,125673.00
University of Pennsylvania,2026,OTH,32,194,43812.00
University of Pittsburgh,2008,DEM,113,172,90898.00
University of Pittsburgh,2008,REP,16,20,10051.00
University of Pittsburgh,2008,OTH,10,14,6700.00
University of Pittsburgh,2012,DEM,107,226,126245.00
University of Pittsburgh,2012,REP,6,6,2450.00
University of Pittsburgh,2012,OTH,6,9,3135.00
University of Pittsburgh,2016,DEM,177,1357,187002.00
University of Pittsburgh,2016,REP,7,14,3636.00
University of Pittsburgh,2016,OTH,13,77,7317.00
University of Pittsburgh,2020,DEM,314,3858,518567.00
University of Pittsburgh,2020,REP,18,113,8985.00
University of Pittsburgh,2020,OTH,67,337,34848.00
University of Pittsburgh,2024,DEM,235,1567,439145.00
University of Pittsburgh,2024,REP,9,64,15116.00
University of Pittsburgh,2024,OTH,54,296,40611.00
University of Pittsburgh,2026,DEM,50,218,57667.00
University of Pittsburgh,2026,REP,4,11,462.00
University of Pittsburgh,2026,OTH,26,100,20927.00
University of Rochester,2008,DEM,53,140,58850.00
University of Rochester,2008,REP,3,4,1200.00
University of Rochester,2008,OTH,1,1,500.00
University of Rochester,2012,DEM,49,134,102790.00
University of Rochester,2012,REP,6,12,10150.00
University of Rochester,2012,OTH,2,10,4350.00
University of Rochester,2016,DEM,65,546,74484.00
University of Rochester,2016,REP,4,12,4450.00
University of Rochester,2016,OTH,6,60,8092.00
University of Rochester,2020,DEM,118,1575,132572.00
University of Rochester,2020,REP,3,4,550.00
University of Rochester,2020,OTH,27,118,16739.00
University of Rochester,2024,DEM,90,683,104852.00
University of Rochester,2024,REP,3,22,2174.00
University of Rochester,2024,OTH,26,151,20202.00
University of Rochester,2026,DEM,18,58,7670.00
University of Rochester,2026,OTH,9,46,2517.00
University of San Francisco,2008,DEM,26,36,31783.00
University of San Francisco,2008,REP,1,2,1000.00
University of San Francisco,2008,OTH,2,3,1000.00
University of San Francisco,2012,DEM,34,66,25151.00
University of San Francisco,2012,REP,1,1,500.00
University of San Francisco,2012,OTH,3,7,1934.00
University of San Francisco,2016,DEM,45,434,130330.00
University of San Francisco,2016,REP,3,6,1435.00
University of San Francisco,2016,OTH,10,62,31964.00
University of San Francisco,2020,DEM,66,614,87450.00
University of San Francisco,2020,REP,2,2,1900.00
University of San Francisco,2020,OTH,20,107,16233.00
University of San Francisco,2024,DEM,47,437,86747.00
University of San Francisco,2024,OTH,14,92,45747.00
University of San Francisco,2026,DEM,5,257,5709.00
University of San Francisco,2026,OTH,6,24,4047.00
University of South Carolina,2008,DEM,50,82,31130.00
University of South Carolina,2008,REP,4,4,1050.00
University of South Carolina,2008,OTH,3,3,1000.00
University of South Carolina,2012,DEM,42,80,31012.00
University of South Carolina,2012,REP,3,5,1300.00
University of South Carolina,2012,OTH,3,12,9454.00
University of South Carolina,2016,DEM,79,485,44416.00
University of South Carolina,2016,REP,8,29,6342.00
University of South Carolina,2016,OTH,8,18,2712.00
University of South Carolina,2020,DEM,153,1327,157412.00
University of South Carolina,2020,REP,5,20,3135.00
University of South Carolina,2020,OTH,24,82,8742.00
University of South Carolina,2024,DEM,78,525,64937.00
University of South Carolina,2024,REP,5,23,1100.00
University of South Carolina,2024,OTH,21,117,12158.00
University of South Carolina,2026,DEM,15,28,6415.00
University of South Carolina,2026,REP,1,6,286.00
University of South Carolina,2026,OTH,7,43,3297.00
University of South Florida,2008,DEM,32,37,11730.00
University of South Florida,2008,REP,4,4,2750.00
University of South Florida,2008,OTH,1,2,1000.00
University of South Florida,2012,DEM,38,55,23845.00
University of South Florida,2012,REP,4,4,1100.00
University of South Florida,2012,OTH,2,2,450.00
University of South Florida,2016,DEM,47,181,21725.00
University of South Florida,2016,REP,5,5,3825.00
University of South Florida,2016,OTH,2,2,1150.00
University of South Florida,2020,DEM,90,1210,77280.00
University of South Florida,2020,REP,8,18,2908.00
University of South Florida,2020,OTH,17,57,11751.00
University of South Florida,2024,DEM,50,307,39105.00
University of South Florida,2024,REP,5,54,2231.00
University of South Florida,2024,OTH,14,72,7338.00
University of South Florida,2026,DEM,16,71,9264.00
University of South Florida,2026,REP,2,26,718.00
University of South Florida,2026,OTH,6,41,3627.00
University of Southern California,2008,DEM,85,161,90978.00
University of Southern California,2008,REP,12,13,15650.00
University of Southern California,2008,OTH,7,12,42870.00
University of Southern California,2012,DEM,88,151,91957.00
University of Southern California,2012,REP,10,14,6925.00
University of Southern California,2012,OTH,9,21,7950.00
University of Southern California,2016,DEM,146,1055,191536.00
University of Southern California,2016,REP,3,3,3900.00
University of Southern California,2016,OTH,20,74,11964.00
University of Southern California,2020,DEM,294,4335,534964.00
University of Southern California,2020,REP,4,21,1510.00
University of Southern California,2020,OTH,82,544,67481.00
University of Southern California,2024,DEM,190,1834,254158.00
University of Southern California,2024,REP,4,9,1591.00
University of Southern California,2024,OTH,51,367,43717.00
University of Southern California,2026,DEM,40,174,34653.00
University of Southern California,2026,REP,1,2,40.00
University of Southern California,2026,OTH,26,123,15613.00
University of Tennessee,2008,DEM,42,73,25358.00
University of Tennessee,2008,REP,15,20,10025.00
University of Tennessee,2008,OTH,7,9,3850.00
University of Tennessee,2012,DEM,27,45,18475.00
University of Tennessee,2012,REP,13,17,15655.00
University of Tennessee,2012,OTH,2,4,1250.00
University of Tennessee,2016,DEM,65,747,35310.00
University of Tennessee,2016,REP,10,13,23639.00
University of Tennessee,2016,OTH,5,22,2460.00
University of Tennessee,2020,DEM,139,1744,108704.00
University of Tennessee,2020,REP,25,193,24402.00
University of Tennessee,2020,OTH,21,131,10724.00
University of Tennessee,2024,DEM,106,829,79165.00
University of Tennessee,2024,REP,14,156,10663.00
University of Tennessee,2024,OTH,25,91,7820.00
University of Tennessee,2026,DEM,27,161,15039.00
University of Tennessee,2026,REP,1,9,265.00
University of Tennessee,2026,OTH,8,45,3500.00
University of Texas,2008,DEM,220,462,250237.00
University of Texas,2008,REP,37,64,82880.00
University of Texas,2008,OTH,24,42,17465.00
University of Texas,2012,DEM,228,570,280309.00
University of Texas,2012,REP,61,88,94801.00
University of Texas,2012,OTH,28,48,20920.00
University of Texas,2016,DEM,387,3074,354565.00
University of Texas,2016,REP,51,148,41661.00
University of Texas,2016,OTH,83,227,49572.00
University of Texas,2020,DEM,673,9277,1423848.00
University of Texas,2020,REP,63,433,95152.00
University of Texas,2020,OTH,152,979,118601.00
University of Texas,2024,DEM,479,3834,863064.00
University of Texas,2024,REP,33,170,24539.00
University of Texas,2024,OTH,138,802,123117.00
University of Texas,2026,DEM,103,532,147467.00
University of Texas,2026,REP,9,53,5515.00
University of Texas,2026,OTH,55,227,43305.00
University of Tulsa,2008,DEM,15,38,16650.00
University of Tulsa,2008,REP,2,5,1200.00
University of Tulsa,2012,DEM,17,35,13033.00
University of Tulsa,2012,OTH,1,1,1000.00
University of Tulsa,2016,DEM,7,49,5074.00
University of Tulsa,2016,REP,2,2,350.00
University of Tulsa,2020,DEM,10,70,5646.00
University of Tulsa,2020,REP,1,1,250.00
University of Tulsa,2020,OTH,1,9,486.00
University of Tulsa,2024,DEM,11,62,3322.00
University of Tulsa,2024,REP,1,10,284.00
University of Tulsa,2024,OTH,4,30,8299.00
University of Tulsa,2026,DEM,2,22,436.00
University of Utah,2008,DEM,75,125,51389.00
University of Utah,2008,REP,9,13,8350.00
University of Utah,2008,OTH,7,8,2650.00
University of Utah,2012,DEM,54,90,80675.00
University of Utah,2012,REP,15,20,16000.00
University of Utah,2012,OTH,6,9,3170.00
University of Utah,2016,DEM,147,1367,131824.00
University of Utah,2016,REP,5,46,2583.00
University of Utah,2016,OTH,21,139,11889.00
University of Utah,2020,DEM,245,3262,362817.00
University of Utah,2020,REP,6,98,29744.00
University of Utah,2020,OTH,57,429,37416.00
University of Utah,2024,DEM,162,1312,178948.00
University of Utah,2024,REP,12,53,27047.00
University of Utah,2024,OTH,47,407,22905.00
University of Utah,2026,DEM,34,171,33054.00
University of Utah,2026,REP,2,10,4245.00
University of Utah,2026,OTH,16,173,11588.00
University of Vermont,2008,DEM,21,30,11760.00
University of Vermont,2008,REP,1,1,250.00
University of Vermont,2008,OTH,5,6,3100.00
University of Vermont,2012,DEM,25,37,20309.00
University of Vermont,2012,REP,1,1,1000.00
University of Vermont,2012,OTH,6,6,2250.00
University of Vermont,2016,DEM,67,342,28003.00
University of Vermont,2016,REP,1,1,2700.00
University of Vermont,2016,OTH,3,4,265.00
University of Vermont,2020,DEM,52,607,44688.00
University of Vermont,2020,OTH,13,47,10129.00
University of Vermont,2024,DEM,41,237,44804.00
University of Vermont,2024,OTH,14,73,5629.00
University of Vermont,2026,DEM,7,32,6275.00
University of Vermont,2026,OTH,5,23,1394.00
University of Virginia,2008,DEM,125,265,123444.00
University of Virginia,2008,REP,12,18,14568.00
University of Virginia,2008,OTH,13,20,13500.00
University of Virginia,2012,DEM,144,331,200776.00
University of Virginia,2012,REP,21,29,20750.00
University of Virginia,2012,OTH,14,28,13363.00
University of Virginia,2016,DEM,171,1641,192027.00
University of Virginia,2016,REP,16,28,18895.00
University of Virginia,2016,OTH,14,93,10323.00
University of Virginia,2020,DEM,278,2543,583847.00
University of Virginia,2020,REP,13,48,9716.00
University of Virginia,2020,OTH,38,154,91635.00
University of Virginia,2024,DEM,179,1253,392599.00
University of Virginia,2024,REP,7,15,6261.00
University of Virginia,2024,OTH,37,219,101608.00
University of Virginia,2026,DEM,59,290,151994.00
University of Virginia,2026,OTH,24,122,31650.00
University of Washington,2008,DEM,223,462,241232.00
University of Washington,2008,REP,6,7,5000.00
University of Washington,2008,OTH,15,20,12750.00
University of Washington,2012,DEM,201,413,291329.00
University of Washington,2012,REP,4,7,1935.00
University of Washington,2012,OTH,14,18,11020.00
University of Washington,2016,DEM,354,3197,372900.00
University of Washington,2016,REP,6,16,8520.00
University of Washington,2016,OTH,38,413,31115.00
University of Washington,2020,DEM,599,6975,1107981.00
University of Washington,2020,REP,19,193,35611.00
University of Washington,2020,OTH,149,999,141943.00
University of Washington,2024,DEM,400,2794,630825.00
University of Washington,2024,REP,4,16,6298.00
University of Washington,2024,OTH,103,606,68591.00
University of Washington,2026,DEM,93,435,81431.00
University of Washington,2026,REP,1,4,4125.00
University of Washington,2026,OTH,44,233,33242.00
University of Wisconsin,2008,DEM,270,570,253240.00
University of Wisconsin,2008,REP,7,12,3427.00
University of Wisconsin,2008,OTH,21,44,15400.00
University of Wisconsin,2012,DEM,293,659,252589.00
University of Wisconsin,2012,REP,8,11,4450.00
University of Wisconsin,2012,OTH,10,17,5061.00
University of Wisconsin,2016,DEM,441,2934,370768.00
University of Wisconsin,2016,REP,22,54,8261.00
University of Wisconsin,2016,OTH,28,94,18415.00
University of Wisconsin,2020,DEM,545,6542,844728.00
University of Wisconsin,2020,REP,15,40,6636.00
University of Wisconsin,2020,OTH,101,693,83245.00
University of Wisconsin,2024,DEM,473,4832,693468.00
University of Wisconsin,2024,REP,16,58,9217.00
University of Wisconsin,2024,OTH,85,331,110517.00
University of Wisconsin,2026,DEM,105,1017,108085.00
University of Wisconsin,2026,REP,5,71,2849.00
University of Wisconsin,2026,OTH,35,151,11777.00
Vanderbilt University,2008,DEM,107,248,118360.00
Vanderbilt University,2008,REP,13,16,10100.00
Vanderbilt University,2008,OTH,5,7,1850.00
Vanderbilt University,2012,DEM,92,238,113225.00
Vanderbilt University,2012,REP,9,9,7300.00
Vanderbilt University,2012,OTH,7,16,5350.00
Vanderbilt University,2016,DEM,150,1108,166512.00
Vanderbilt University,2016,REP,10,22,6900.00
Vanderbilt University,2016,OTH,19,72,9828.00
Vanderbilt University,2020,DEM,228,2572,534311.00
Vanderbilt University,2020,REP,9,51,14233.00
Vanderbilt University,2020,OTH,56,218,49563.00
Vanderbilt University,2024,DEM,185,1631,357415.00
Vanderbilt University,2024,REP,12,72,15059.00
Vanderbilt University,2024,OTH,35,187,29984.00
Vanderbilt University,2026,DEM,48,256,96819.00
Vanderbilt University,2026,REP,5,12,4375.00
Vanderbilt University,2026,OTH,23,71,15125.00
Vassar College,2008,DEM,23,40,15506.00
Vassar College,2012,DEM,12,32,11326.00
Vassar College,2012,OTH,1,1,200.00
Vassar College,2016,DEM,26,235,16529.00
Vassar College,2020,DEM,42,473,23848.00
Vassar College,2020,OTH,13,64,3765.00
Vassar College,2024,DEM,32,401,23448.00
Vassar College,2024,OTH,8,64,4234.00
Vassar College,2026,DEM,5,42,2076.00
Vassar College,2026,REP,1,2,450.00
Vassar College,2026,OTH,8,49,1755.00
Villanova University,2008,DEM,31,58,34680.00
Villanova University,2008,REP,7,10,9300.00
Villanova University,2008,OTH,5,12,10700.00
Villanova University,2012,DEM,31,52,23099.00
Villanova University,2012,REP,6,14,9800.00
Villanova University,2012,OTH,1,8,3700.00
Villanova University,2016,DEM,35,649,31707.00
Villanova University,2016,REP,4,6,2200.00
Villanova University,2016,OTH,4,7,10266.00
Villanova University,2020,DEM,71,652,78384.00
Villanova University,2020,REP,2,6,1700.00
Villanova University,2020,OTH,6,25,1519.00
Villanova University,2024,DEM,55,447,119876.00
Villanova University,2024,REP,5,10,2781.00
Villanova University,2024,OTH,9,62,6585.00
Villanova University,2026,DEM,12,58,12314.00
Villanova University,2026,OTH,3,14,730.00
Virginia Commonwealth University,2008,DEM,29,74,34837.00
Virginia Commonwealth University,2008,REP,7,9,3650.00
Virginia Commonwealth University,2012,DEM,39,73,32490.00
Virginia Commonwealth University,2012,REP,4,6,2000.00
Virginia Commonwealth University,2012,OTH,1,1,250.00
Virginia Commonwealth University,2016,DEM,50,474,29667.00
Virginia Commonwealth University,2016,REP,2,6,450.00
Virginia Commonwealth University,2016,OTH,3,3,1148.00
Virginia Commonwealth University,2020,DEM,93,825,77689.00
Virginia Commonwealth University,2020,REP,3,7,660.00
Virginia Commonwealth University,2020,OTH,13,88,11281.00
Virginia Commonwealth University,2024,DEM,52,348,49287.00
Virginia Commonwealth University,2024,REP,3,10,7989.00
Virginia Commonwealth University,2024,OTH,17,67,6545.00
Virginia Commonwealth University,2026,DEM,15,99,4218.00
Virginia Commonwealth University,2026,REP,1,1,3300.00
Virginia Commonwealth University,2026,OTH,9,35,6120.00
Virginia Tech,2008,DEM,37,48,17532.00
Virginia Tech,2008,REP,8,16,7145.00
Virginia Tech,2008,OTH,4,9,3250.00
Virginia Tech,2012,DEM,59,92,34030.00
Virginia Tech,2012,REP,15,20,12345.00
Virginia Tech,2012,OTH,5,8,2615.00
Virginia Tech,2016,DEM,83,724,54519.00
Virginia Tech,2016,REP,12,41,4374.00
Virginia Tech,2016,OTH,10,96,6929.00
Virginia Tech,2020,DEM,168,1987,163818.00
Virginia Tech,2020,REP,7,22,3840.00
Virginia Tech,2020,OTH,27,181,15978.00
Virginia Tech,2024,DEM,137,948,137516.00
Virginia Tech,2024,REP,4,8,1400.00
Virginia Tech,2024,OTH,29,196,11580.00
Virginia Tech,2026,DEM,39,119,20970.00
Virginia Tech,2026,REP,3,15,585.00
Virginia Tech,2026,OTH,15,80,5794.00
Wake Forest University,2008,DEM,31,46,20753.00
Wake Forest University,2008,REP,12,15,8406.00
Wake Forest University,2008,OTH,4,5,2250.00
Wake Forest University,2012,DEM,23,36,14031.00
Wake Forest University,2012,REP,4,4,3115.00
Wake Forest University,2012,OTH,2,2,1000.00
Wake Forest University,2016,DEM,44,413,32668.00
Wake Forest University,2016,REP,7,22,6148.00
Wake Forest University,2016,OTH,2,13,790.00
Wake Forest University,2020,DEM,100,1025,141180.00
Wake Forest University,2020,REP,7,15,14459.00
Wake Forest University,2020,OTH,10,100,8080.00
Wake Forest University,2024,DEM,71,819,152802.00
Wake Forest University,2024,REP,3,4,1416.00
Wake Forest University,2024,OTH,12,121,11512.00
Wake Forest University,2026,DEM,13,142,25320.00
Wake Forest University,2026,OTH,12,91,12503.00
Washington State University,2008,DEM,32,51,18628.00
Washington State University,2008,REP,2,2,1700.00
Washington State University,2008,OTH,1,1,200.00
Washington State University,2012,DEM,33,66,20931.00
Washington State University,2012,REP,1,1,400.00
Washington State University,2012,OTH,4,6,2285.00
Washington State University,2016,DEM,60,588,38835.00
Washington State University,2016,REP,6,11,1625.00
Washington State University,2016,OTH,6,11,1450.00
Washington State University,2020,DEM,96,1247,128624.00
Washington State University,2020,REP,8,24,5555.00
Washington State University,2020,OTH,25,64,9419.00
Washington State University,2024,DEM,64,4230,73701.00
Washington State University,2024,REP,10,27,3292.00
Washington State University,2024,OTH,5,1799,11276.00
Washington State University,2026,DEM,17,75,8612.00
Washington State University,2026,REP,4,5,1660.00
Washington State University,2026,OTH,3,8,520.00
Washington University in St. Louis,2008,DEM,20,51,21725.00
Washington University in St. Louis,2008,REP,1,1,1000.00
Washington University in St. Louis,2012,DEM,25,36,13174.00
Washington University in St. Louis,2016,DEM,44,399,47091.00
Washington University in St. Louis,2016,OTH,3,8,2290.00
Washington University in St. Louis,2020,DEM,94,521,135673.00
Washington University in St. Louis,2020,OTH,16,63,14250.00
Washington University in St. Louis,2024,DEM,59,429,101296.00
Washington University in St. Louis,2024,REP,3,12,1764.00
Washington University in St. Louis,2024,OTH,10,81,10801.00
Washington University in St. Louis,2026,DEM,13,60,14450.00
Washington University in St. Louis,2026,OTH,9,33,5190.00
Wayne State University,2008,DEM,57,104,50275.00
Wayne State University,2008,REP,8,8,4800.00
Wayne State University,2008,OTH,4,5,1500.00
Wayne State University,2012,DEM,59,133,52059.00
Wayne State University,2012,REP,6,10,8900.00
Wayne State University,2012,OTH,1,2,750.00
Wayne State University,2016,DEM,94,600,54607.00
Wayne State University,2016,REP,6,26,6094.00
Wayne State University,2016,OTH,11,27,4666.00
Wayne State University,2020,DEM,189,2444,250847.00
Wayne State University,2020,REP,11,103,23327.00
Wayne State University,2020,OTH,39,271,17094.00
Wayne State University,2024,DEM,119,791,132879.00
Wayne State University,2024,REP,10,19,7836.00
Wayne State University,2024,OTH,23,116,11142.00
Wayne State University,2026,DEM,36,169,44859.00
Wayne State University,2026,OTH,9,59,3087.00
Wellesley College,2008,DEM,26,44,25770.00
Wellesley College,2008,REP,1,2,1000.00
Wellesley College,2008,OTH,3,3,1250.00
Wellesley College,2012,DEM,24,42,27674.00
Wellesley College,2012,OTH,3,3,900.00
Wellesley College,2016,DEM,39,283,59406.00
Wellesley College,2016,OTH,4,13,1260.00
Wellesley College,2020,DEM,49,624,76111.00
Wellesley College,2020,OTH,8,75,4046.00
Wellesley College,2024,DEM,35,252,25094.00
Wellesley College,2024,OTH,10,75,5405.00
Wellesley College,2026,DEM,4,79,410.00
Wellesley College,2026,OTH,5,36,1165.00
Wesleyan University,2008,DEM,42,76,44386.00
Wesleyan University,2008,REP,3,5,3750.00
Wesleyan University,2008,OTH,3,4,2502.00
Wesleyan University,2012,DEM,42,83,43944.00
Wesleyan University,2012,REP,6,12,11200.00
Wesleyan University,2012,OTH,5,12,5200.00
Wesleyan University,2016,DEM,69,555,44114.00
Wesleyan University,2016,REP,3,4,685.00
Wesleyan University,2016,OTH,8,75,4366.00
Wesleyan University,2020,DEM,96,2069,155125.00
Wesleyan University,2020,REP,3,27,4658.00
Wesleyan University,2020,OTH,26,421,20508.00
Wesleyan University,2024,DEM,78,486,71453.00
Wesleyan University,2024,OTH,22,150,10745.00
Wesleyan University,2026,DEM,19,168,12931.00
Wesleyan University,2026,OTH,15,126,7305.00
Williams College,2008,DEM,20,25,9200.00
Williams College,2008,REP,1,2,500.00
Williams College,2012,DEM,22,43,18300.00
Williams College,2012,REP,1,1,250.00
Williams College,2016,DEM,40,967,35448.00
Williams College,2016,REP,1,1,250.00
Williams College,2016,OTH,5,17,1085.00
Williams College,2020,DEM,74,1008,82825.00
Williams College,2020,REP,2,4,1000.00
Williams College,2020,OTH,20,182,11787.00
Williams College,2024,DEM,47,574,66083.00
Williams College,2024,REP,1,3,750.00
Williams College,2024,OTH,9,119,9403.00
Williams College,2026,DEM,8,55,8929.00
Williams College,2026,OTH,7,26,4160.00
Worcester Polytechnic,2008,DEM,7,7,4000.00
Worcester Polytechnic,2008,OTH,1,7,75000.00
Worcester Polytechnic,2012,DEM,11,28,9125.00
Worcester Polytechnic,2012,REP,1,1,300.00
Worcester Polytechnic,2012,OTH,1,1,500.00
Worcester Polytechnic,2016,DEM,15,98,18149.00
Worcester Polytechnic,2016,OTH,2,3,2800.00
Worcester Polytechnic,2020,DEM,26,260,26102.00
Worcester Polytechnic,2020,REP,2,30,1266.00
Worcester Polytechnic,2020,OTH,5,27,2575.00
Worcester Polytechnic,2024,DEM,29,241,24696.00
Worcester Polytechnic,2024,REP,2,34,1177.00
Worcester Polytechnic,2024,OTH,6,65,6678.00
Worcester Polytechnic,2026,DEM,3,16,645.00
Worcester Polytechnic,2026,OTH,4,48,2068.00
Yale University,2008,DEM,235,433,313105.00
Yale University,2008,REP,8,12,8350.00
Yale University,2008,OTH,14,17,15766.00
Yale University,2012,DEM,273,553,267922.00
Yale University,2012,REP,8,12,7275.00
Yale University,2012,OTH,9,17,5973.00
Yale University,2016,DEM,335,2325,480512.00
Yale University,2016,REP,3,5,5105.00
Yale University,2016,OTH,46,107,50059.00
Yale University,2020,DEM,454,5425,1202099.00
Yale University,2020,REP,8,21,13179.00
Yale University,2020,OTH,135,660,159386.00
Yale University,2024,DEM,343,3089,1026081.00
Yale University,2024,REP,7,12,8605.00
Yale University,2024,OTH,101,605,175234.00
Yale University,2026,DEM,87,490,208215.00
Yale University,2026,OTH,39,118,44639.00
Yeshiva University,2008,DEM,18,33,21611.00
Yeshiva University,2008,REP,1,1,250.00
Yeshiva University,2012,DEM,10,15,9150.00
Yeshiva University,2012,REP,1,2,2000.00
Yeshiva University,2016,DEM,24,202,18288.00
Yeshiva University,2016,OTH,2,2,500.00
Yeshiva University,2020,DEM,36,896,87455.00
Yeshiva University,2020,OTH,11,151,5587.00
Yeshiva University,2024,DEM,18,211,68175.00
Yeshiva University,2024,REP,1,6,1200.00
Yeshiva University,2024,OTH,4,21,2857.00
Yeshiva University,2026,DEM,5,12,3555.00
Yeshiva University,2026,REP,1,3,1050.00
Yeshiva University,2026,OTH,4,15,2415.00
